# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
blockscolor::<player>::pickup::red_concrete, long, 0000000000000000
blockscolor::<player>::pickup::red_concrete_powder, long, 0000000000000000
blockscolor::<player>::pickup::red_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::pickup::red_shulker_box, long, 0000000000000000
blockscolor::<player>::pickup::red_stained_glass, long, 0000000000000000
blockscolor::<player>::pickup::red_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::pickup::red_terracotta, long, 0000000000000000
blockscolor::<player>::pickup::shulker_box, long, 0000000000000000
blockscolor::<player>::pickup::terracotta, long, 0000000000000000
blockscolor::<player>::pickup::tinted_glass, long, 0000000000000000
blockscolor::<player>::pickup::white_bed, long, 0000000000000000
blockscolor::<player>::pickup::white_candle, long, 0000000000000000
blockscolor::<player>::pickup::white_carpet, long, 0000000000000000
blockscolor::<player>::pickup::white_concrete, long, 0000000000000000
blockscolor::<player>::pickup::white_concrete_powder, long, 0000000000000000
blockscolor::<player>::pickup::white_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::pickup::white_shulker_box, long, 0000000000000000
blockscolor::<player>::pickup::white_stained_glass, long, 0000000000000000
blockscolor::<player>::pickup::white_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::pickup::white_terracotta, long, 0000000000000000
blockscolor::<player>::pickup::yellow_bed, long, 0000000000000000
blockscolor::<player>::pickup::yellow_candle, long, 0000000000000000
blockscolor::<player>::pickup::yellow_carpet, long, 0000000000000000
blockscolor::<player>::pickup::yellow_concrete, long, 0000000000000000
blockscolor::<player>::pickup::yellow_concrete_powder, long, 0000000000000000
blockscolor::<player>::pickup::yellow_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::pickup::yellow_shulker_box, long, 0000000000000000
blockscolor::<player>::pickup::yellow_stained_glass, long, 0000000000000000
blockscolor::<player>::pickup::yellow_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::pickup::yellow_terracotta, long, 0000000000000000
blockscolor::<player>::pink_bed, long, 0000000000000000
blockscolor::<player>::pink_candle, long, 0000000000000000
blockscolor::<player>::pink_carpet, long, 0000000000000000
blockscolor::<player>::pink_concrete, long, 0000000000000000
blockscolor::<player>::pink_concrete_powder, long, 0000000000000000
blockscolor::<player>::pink_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::pink_shulker_box, long, 0000000000000000
blockscolor::<player>::pink_stained_glass, long, 0000000000000000
blockscolor::<player>::pink_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::pink_terracotta, long, 0000000000000000
blockscolor::<player>::pink_wool, long, 0000000000000000
blockscolor::<player>::placed, long, 0000000000000000
blockscolor::<player>::placed::black_bed, long, 0000000000000000
blockscolor::<player>::placed::black_candle, long, 0000000000000000
blockscolor::<player>::placed::black_carpet, long, 0000000000000000
blockscolor::<player>::placed::black_concrete, long, 0000000000000000
blockscolor::<player>::placed::black_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::black_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::black_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::black_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::black_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::black_terracotta, long, 0000000000000000
blockscolor::<player>::placed::blue_bed, long, 0000000000000000
blockscolor::<player>::placed::blue_candle, long, 0000000000000000
blockscolor::<player>::placed::blue_carpet, long, 0000000000000000
blockscolor::<player>::placed::blue_concrete, long, 0000000000000000
blockscolor::<player>::placed::blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::blue_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::blue_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::blue_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::blue_terracotta, long, 0000000000000000
blockscolor::<player>::placed::brown_bed, long, 0000000000000000
blockscolor::<player>::placed::brown_candle, long, 0000000000000000
blockscolor::<player>::placed::brown_carpet, long, 0000000000000000
blockscolor::<player>::placed::brown_concrete, long, 0000000000000000
blockscolor::<player>::placed::brown_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::brown_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::brown_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::brown_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::brown_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::brown_terracotta, long, 0000000000000000
blockscolor::<player>::placed::candle, long, 0000000000000000
blockscolor::<player>::placed::cyan_bed, long, 0000000000000000
blockscolor::<player>::placed::cyan_candle, long, 0000000000000000
blockscolor::<player>::placed::cyan_carpet, long, 0000000000000000
blockscolor::<player>::placed::cyan_concrete, long, 0000000000000000
blockscolor::<player>::placed::cyan_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::cyan_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::cyan_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::cyan_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::cyan_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::cyan_terracotta, long, 0000000000000000
blockscolor::<player>::placed::glass, long, 0000000000000000
blockscolor::<player>::placed::glass_pane, long, 0000000000000000
blockscolor::<player>::placed::gray_bed, long, 0000000000000000
blockscolor::<player>::placed::gray_candle, long, 0000000000000000
blockscolor::<player>::placed::gray_carpet, long, 0000000000000000
blockscolor::<player>::placed::gray_concrete, long, 0000000000000000
blockscolor::<player>::placed::gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::gray_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::gray_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::gray_terracotta, long, 0000000000000000
blockscolor::<player>::placed::green_bed, long, 0000000000000000
blockscolor::<player>::placed::green_candle, long, 0000000000000000
blockscolor::<player>::placed::green_carpet, long, 0000000000000000
blockscolor::<player>::placed::green_concrete, long, 0000000000000000
blockscolor::<player>::placed::green_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::green_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::green_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::green_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::green_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::green_terracotta, long, 0000000000000000
blockscolor::<player>::placed::light_blue_bed, long, 0000000000000000
blockscolor::<player>::placed::light_blue_candle, long, 0000000000000000
blockscolor::<player>::placed::light_blue_carpet, long, 0000000000000000
blockscolor::<player>::placed::light_blue_concrete, long, 0000000000000000
blockscolor::<player>::placed::light_blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::light_blue_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::light_blue_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::light_blue_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::light_blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::light_blue_terracotta, long, 0000000000000000
blockscolor::<player>::placed::light_gray_bed, long, 0000000000000000
blockscolor::<player>::placed::light_gray_candle, long, 0000000000000000
blockscolor::<player>::placed::light_gray_carpet, long, 0000000000000000
blockscolor::<player>::placed::light_gray_concrete, long, 0000000000000000
blockscolor::<player>::placed::light_gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::light_gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::light_gray_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::light_gray_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::light_gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::light_gray_terracotta, long, 0000000000000000
blockscolor::<player>::placed::lime_bed, long, 0000000000000000
blockscolor::<player>::placed::lime_candle, long, 0000000000000000
blockscolor::<player>::placed::lime_carpet, long, 0000000000000000
blockscolor::<player>::placed::lime_concrete, long, 0000000000000000
blockscolor::<player>::placed::lime_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::lime_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::lime_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::lime_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::lime_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::lime_terracotta, long, 0000000000000000
blockscolor::<player>::placed::magenta_bed, long, 0000000000000000
blockscolor::<player>::placed::magenta_candle, long, 0000000000000000
blockscolor::<player>::placed::magenta_carpet, long, 0000000000000000
blockscolor::<player>::placed::magenta_concrete, long, 0000000000000000
blockscolor::<player>::placed::magenta_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::magenta_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::magenta_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::magenta_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::magenta_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::magenta_terracotta, long, 0000000000000000
blockscolor::<player>::placed::orange_bed, long, 0000000000000000
blockscolor::<player>::placed::orange_candle, long, 0000000000000000
blockscolor::<player>::placed::orange_carpet, long, 0000000000000000
blockscolor::<player>::placed::orange_concrete, long, 0000000000000000
blockscolor::<player>::placed::orange_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::orange_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::orange_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::orange_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::orange_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::orange_terracotta, long, 0000000000000000
blockscolor::<player>::placed::pink_bed, long, 0000000000000000
blockscolor::<player>::placed::pink_candle, long, 0000000000000000
blockscolor::<player>::placed::pink_carpet, long, 0000000000000000
blockscolor::<player>::placed::pink_concrete, long, 0000000000000000
blockscolor::<player>::placed::pink_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::pink_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::pink_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::pink_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::pink_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::pink_terracotta, long, 0000000000000000
blockscolor::<player>::placed::purple_bed, long, 0000000000000000
blockscolor::<player>::placed::purple_candle, long, 0000000000000000
blockscolor::<player>::placed::purple_carpet, long, 0000000000000000
blockscolor::<player>::placed::purple_concrete, long, 0000000000000000
blockscolor::<player>::placed::purple_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::purple_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::purple_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::purple_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::purple_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::purple_terracotta, long, 0000000000000000
blockscolor::<player>::placed::red_bed, long, 0000000000000000
blockscolor::<player>::placed::red_candle, long, 0000000000000000
blockscolor::<player>::placed::red_carpet, long, 0000000000000000
blockscolor::<player>::placed::red_concrete, long, 0000000000000000
blockscolor::<player>::placed::red_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::red_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::red_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::red_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::red_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::red_terracotta, long, 0000000000000000
blockscolor::<player>::placed::shulker_box, long, 0000000000000000
blockscolor::<player>::placed::terracotta, long, 0000000000000000
blockscolor::<player>::placed::tinted_glass, long, 0000000000000000
blockscolor::<player>::placed::white_bed, long, 0000000000000000
blockscolor::<player>::placed::white_candle, long, 0000000000000000
blockscolor::<player>::placed::white_carpet, long, 0000000000000000
blockscolor::<player>::placed::white_concrete, long, 0000000000000000
blockscolor::<player>::placed::white_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::white_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::white_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::white_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::white_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::white_terracotta, long, 0000000000000000
blockscolor::<player>::placed::yellow_bed, long, 0000000000000000
blockscolor::<player>::placed::yellow_candle, long, 0000000000000000
blockscolor::<player>::placed::yellow_carpet, long, 0000000000000000
blockscolor::<player>::placed::yellow_concrete, long, 0000000000000000
blockscolor::<player>::placed::yellow_concrete_powder, long, 0000000000000000
blockscolor::<player>::placed::yellow_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::placed::yellow_shulker_box, long, 0000000000000000
blockscolor::<player>::placed::yellow_stained_glass, long, 0000000000000000
blockscolor::<player>::placed::yellow_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::placed::yellow_terracotta, long, 0000000000000000
blockscolor::<player>::purple_bed, long, 0000000000000000
blockscolor::<player>::purple_candle, long, 0000000000000000
blockscolor::<player>::purple_carpet, long, 0000000000000000
blockscolor::<player>::purple_concrete, long, 0000000000000000
blockscolor::<player>::purple_concrete_powder, long, 0000000000000000
blockscolor::<player>::purple_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::purple_shulker_box, long, 0000000000000000
blockscolor::<player>::purple_stained_glass, long, 0000000000000000
blockscolor::<player>::purple_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::purple_terracotta, long, 0000000000000000
blockscolor::<player>::purple_wool, long, 0000000000000000
blockscolor::<player>::red_bed, long, 0000000000000000
blockscolor::<player>::red_candle, long, 0000000000000000
blockscolor::<player>::red_carpet, long, 0000000000000000
blockscolor::<player>::red_concrete, long, 0000000000000000
blockscolor::<player>::red_concrete_powder, long, 0000000000000000
blockscolor::<player>::red_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::red_shulker_box, long, 0000000000000000
blockscolor::<player>::red_stained_glass, long, 0000000000000000
blockscolor::<player>::red_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::red_terracotta, long, 0000000000000000
blockscolor::<player>::red_wool, long, 0000000000000000
blockscolor::<player>::shulker_box, long, 0000000000000000
blockscolor::<player>::terracotta, long, 0000000000000000
blockscolor::<player>::tinted_glass, long, 0000000000000000
blockscolor::<player>::white_bed, long, 0000000000000000
blockscolor::<player>::white_candle, long, 0000000000000000
blockscolor::<player>::white_carpet, long, 0000000000000000
blockscolor::<player>::white_concrete, long, 0000000000000000
blockscolor::<player>::white_concrete_powder, long, 0000000000000000
blockscolor::<player>::white_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::white_shulker_box, long, 0000000000000000
blockscolor::<player>::white_stained_glass, long, 0000000000000000
blockscolor::<player>::white_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::white_terracotta, long, 0000000000000000
blockscolor::<player>::white_wool, long, 0000000000000000
blockscolor::<player>::yellow_bed, long, 0000000000000000
blockscolor::<player>::yellow_candle, long, 0000000000000000
blockscolor::<player>::yellow_carpet, long, 0000000000000000
blockscolor::<player>::yellow_concrete, long, 0000000000000000
blockscolor::<player>::yellow_concrete_powder, long, 0000000000000000
blockscolor::<player>::yellow_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::yellow_shulker_box, long, 0000000000000000
blockscolor::<player>::yellow_stained_glass, long, 0000000000000000
blockscolor::<player>::yellow_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::yellow_terracotta, long, 0000000000000000
blockscolor::<player>::yellow_wool, long, 0000000000000000
blockscolor::_eryka_::broke, long, 000000000000000D
blockscolor::_eryka_::broke::cyan_terracotta, long, 0000000000000003
blockscolor::_eryka_::broke::glass, long, 0000000000000008
blockscolor::_eryka_::broke::light_blue_carpet, long, 0000000000000002
blockscolor::_xedo_::broke, long, 0000000000000029
blockscolor::_xedo_::broke::cyan_terracotta, long, 0000000000000001
blockscolor::_xedo_::broke::glass, long, 0000000000000007
blockscolor::_xedo_::broke::glass_pane, long, 0000000000000001
blockscolor::_xedo_::broke::green_carpet, long, 0000000000000001
blockscolor::_xedo_::broke::light_blue_carpet, long, 000000000000000A
blockscolor::_xedo_::broke::light_gray_terracotta, long, 000000000000000B
blockscolor::_xedo_::broke::red_bed, long, 0000000000000001
blockscolor::_xedo_::broke::white_terracotta, long, 0000000000000009
blockscolor::eryka00::broke, long, 0000000000000001
blockscolor::eryka00::broke::cyan_terracotta, long, 0000000000000001
blockscolor::xedoit::broke, long, 000000000000000C
blockscolor::xedoit::broke::glass, long, 0000000000000004
blockscolor::xedoit::broke::glass_pane, long, 0000000000000001
blockscolor::xedoit::broke::light_blue_carpet, long, 0000000000000001
blockscolor::xedoit::broke::tinted_glass, long, 0000000000000006
blocksfunction::<player>, long, 0000000000000000
blocksfunction::<player>::acacia_sign, long, 0000000000000000
blocksfunction::<player>::anvil, long, 0000000000000000
blocksfunction::<player>::armor_stand, long, 0000000000000000
blocksfunction::<player>::barrel, long, 0000000000000000
blocksfunction::<player>::beacon, long, 0000000000000000
blocksfunction::<player>::bee_nest, long, 0000000000000000
blocksfunction::<player>::beehive, long, 0000000000000000
blocksfunction::<player>::bell, long, 0000000000000000
blocksfunction::<player>::birch_sign, long, 0000000000000000
blocksfunction::<player>::blast_furnace, long, 0000000000000000
blocksfunction::<player>::bookshelf, long, 0000000000000000
blocksfunction::<player>::brewing_stand, long, 0000000000000000
blocksfunction::<player>::broke, long, 0000000000000000
blocksfunction::<player>::campfire, long, 0000000000000000
blocksfunction::<player>::cartography_table, long, 0000000000000000
blocksfunction::<player>::cauldron, long, 0000000000000000
blocksfunction::<player>::chain, long, 0000000000000000
blocksfunction::<player>::chest, long, 0000000000000000
blocksfunction::<player>::composter, long, 0000000000000000
blocksfunction::<player>::crafting_table, long, 0000000000000000
blocksfunction::<player>::crimson_sign, long, 0000000000000000
blocksfunction::<player>::dark_oak_sign, long, 0000000000000000
blocksfunction::<player>::enchanting_table, long, 0000000000000000
blocksfunction::<player>::end_rod, long, 0000000000000000
blocksfunction::<player>::ender_chest, long, 0000000000000000
blocksfunction::<player>::fletching_table, long, 0000000000000000
blocksfunction::<player>::flower_pot, long, 0000000000000000
blocksfunction::<player>::furnace, long, 0000000000000000
blocksfunction::<player>::glow_item_frame, long, 0000000000000000
blocksfunction::<player>::glowstone, long, 0000000000000000
blocksfunction::<player>::grindstone, long, 0000000000000000
blocksfunction::<player>::item_frame, long, 0000000000000000
blocksfunction::<player>::jack_o_lantern, long, 0000000000000000
blocksfunction::<player>::jungle_sign, long, 0000000000000000
blocksfunction::<player>::ladder, long, 0000000000000000
blocksfunction::<player>::lantern, long, 0000000000000000
blocksfunction::<player>::lectern, long, 0000000000000000
blocksfunction::<player>::lightning_rod, long, 0000000000000000
blocksfunction::<player>::lodestone, long, 0000000000000000
blocksfunction::<player>::loom, long, 0000000000000000
blocksfunction::<player>::mangrove_sign, long, 0000000000000000
blocksfunction::<player>::oak_sign, long, 0000000000000000
blocksfunction::<player>::ochre_froglight, long, 0000000000000000
blocksfunction::<player>::painting, long, 0000000000000000
blocksfunction::<player>::pearlescent_froglight, long, 0000000000000000
blocksfunction::<player>::pickup, long, 0000000000000000
blocksfunction::<player>::placed, long, 0000000000000000
blocksfunction::<player>::redstone_lamp, long, 0000000000000000
blocksfunction::<player>::redstone_torch, long, 0000000000000000
blocksfunction::<player>::respawn_anchor, long, 0000000000000000
blocksfunction::<player>::scaffolding, long, 0000000000000000
blocksfunction::<player>::sea_lantern, long, 0000000000000000
blocksfunction::<player>::shroomlight, long, 0000000000000000
blocksfunction::<player>::smithing_table, long, 0000000000000000
blocksfunction::<player>::smoker, long, 0000000000000000
blocksfunction::<player>::soul_campfire, long, 0000000000000000
blocksfunction::<player>::soul_lantern, long, 0000000000000000
blocksfunction::<player>::soul_torch, long, 0000000000000000
blocksfunction::<player>::spruce_sign, long, 0000000000000000
blocksfunction::<player>::stonecutter, long, 0000000000000000
blocksfunction::<player>::tinted_glass, long, 0000000000000000
blocksfunction::<player>::torch, long, 0000000000000000
blocksfunction::<player>::verdant_froglight, long, 0000000000000000
blocksfunction::<player>::warped_sign, long, 0000000000000000
blocksnature::<player>, long, 0000000000000000
blocksnature::<player>::acacia_leaves, long, 0000000000000000
blocksnature::<player>::acacia_sapling, long, 0000000000000000
blocksnature::<player>::allium, long, 0000000000000000
blocksnature::<player>::azalea, long, 0000000000000000
blocksnature::<player>::azalea_leaves, long, 0000000000000000
blocksnature::<player>::azure_bluet, long, 0000000000000000
blocksnature::<player>::bamboo, long, 0000000000000000
blocksnature::<player>::beetroot_seeds, long, 0000000000000000
blocksnature::<player>::birch_leaves, long, 0000000000000000
blocksnature::<player>::birch_sapling, long, 0000000000000000
blocksnature::<player>::blue_ice, long, 0000000000000000
blocksnature::<player>::blue_orchid, long, 0000000000000000
blocksnature::<player>::broke, long, 0000000000000000
blocksnature::<player>::brown_mushroom_block, long, 0000000000000000
blocksnature::<player>::cactus, long, 0000000000000000
blocksnature::<player>::calcite, long, 0000000000000000
blocksnature::<player>::carved_pumpkin, long, 0000000000000000
blocksnature::<player>::coarse_dirt, long, 0000000000000000
blocksnature::<player>::cobweb, long, 0000000000000000
blocksnature::<player>::cocoa_beans, long, 0000000000000000
blocksnature::<player>::cornflower, long, 0000000000000000
blocksnature::<player>::crimson_nylium, long, 0000000000000000
blocksnature::<player>::crying_obsidian, long, 0000000000000000
blocksnature::<player>::dark_oak_leaves, long, 0000000000000000
blocksnature::<player>::dark_oak_sapling, long, 0000000000000000
blocksnature::<player>::dirt, long, 0000000000000000
blocksnature::<player>::dirt_path, long, 0000000000000000
blocksnature::<player>::dripstone_block, long, 0000000000000000
blocksnature::<player>::farmland, long, 0000000000000000
blocksnature::<player>::flowering_azalea, long, 0000000000000000
blocksnature::<player>::flowering_azalea_leaves, long, 0000000000000000
blocksnature::<player>::glowstone, long, 0000000000000000
blocksnature::<player>::grass_block, long, 0000000000000000
blocksnature::<player>::gravel, long, 0000000000000000
blocksnature::<player>::hay_block, long, 0000000000000000
blocksnature::<player>::ice, long, 0000000000000000
blocksnature::<player>::jack_o_lantern, long, 0000000000000000
blocksnature::<player>::jungle_leaves, long, 0000000000000000
blocksnature::<player>::jungle_sapling, long, 0000000000000000
blocksnature::<player>::kelp, long, 0000000000000000
blocksnature::<player>::lantern, long, 0000000000000000
blocksnature::<player>::lilac, long, 0000000000000000
blocksnature::<player>::lily_of_the_valley, long, 0000000000000000
blocksnature::<player>::magma_block, long, 0000000000000000
blocksnature::<player>::mangrove_leaves, long, 0000000000000000
blocksnature::<player>::mangrove_propagule, long, 0000000000000000
blocksnature::<player>::mangrove_roots, long, 0000000000000000
blocksnature::<player>::melon, long, 0000000000000000
blocksnature::<player>::melon_seeds, long, 0000000000000000
blocksnature::<player>::moss_block, long, 0000000000000000
blocksnature::<player>::moss_carpet, long, 0000000000000000
blocksnature::<player>::mud, long, 0000000000000000
blocksnature::<player>::mud_brick_slab, long, 0000000000000000
blocksnature::<player>::mud_brick_stairs, long, 0000000000000000
blocksnature::<player>::mud_brick_wall, long, 0000000000000000
blocksnature::<player>::mud_bricks, long, 0000000000000000
blocksnature::<player>::muddy_mangrove_roots, long, 0000000000000000
blocksnature::<player>::mycelium, long, 0000000000000000
blocksnature::<player>::nether_wart, long, 0000000000000000
blocksnature::<player>::nether_wart_block, long, 0000000000000000
blocksnature::<player>::oak_leaves, long, 0000000000000000
blocksnature::<player>::oak_sapling, long, 0000000000000000
blocksnature::<player>::obsidian, long, 0000000000000000
blocksnature::<player>::ochre_froglight, long, 0000000000000000
blocksnature::<player>::orange_tulip, long, 0000000000000000
blocksnature::<player>::oxeye_daisy, long, 0000000000000000
blocksnature::<player>::packed_ice, long, 0000000000000000
blocksnature::<player>::packed_mud, long, 0000000000000000
blocksnature::<player>::pearlescent_froglight, long, 0000000000000000
blocksnature::<player>::peony, long, 0000000000000000
blocksnature::<player>::pickup, long, 0000000000000000
blocksnature::<player>::pink_tulip, long, 0000000000000000
blocksnature::<player>::placed, long, 0000000000000000
blocksnature::<player>::podzol, long, 0000000000000000
blocksnature::<player>::pointed_dripstone, long, 0000000000000000
blocksnature::<player>::poppy, long, 0000000000000000
blocksnature::<player>::pumpkin, long, 0000000000000000
blocksnature::<player>::pumpkin_seeds, long, 0000000000000000
blocksnature::<player>::red_mushroom_block, long, 0000000000000000
blocksnature::<player>::red_sand, long, 0000000000000000
blocksnature::<player>::red_tulip, long, 0000000000000000
blocksnature::<player>::redstone_lamp, long, 0000000000000000
blocksnature::<player>::rooted_dirt, long, 0000000000000000
blocksnature::<player>::rose_bush, long, 0000000000000000
blocksnature::<player>::sand, long, 0000000000000000
blocksnature::<player>::sculk, long, 0000000000000000
blocksnature::<player>::sculk_catalyst, long, 0000000000000000
blocksnature::<player>::sculk_sensor, long, 0000000000000000
blocksnature::<player>::sculk_shrieker, long, 0000000000000000
blocksnature::<player>::sea_lantern, long, 0000000000000000
blocksnature::<player>::soul_lantern, long, 0000000000000000
blocksnature::<player>::soul_sand, long, 0000000000000000
blocksnature::<player>::soul_soil, long, 0000000000000000
blocksnature::<player>::spore_blossom, long, 0000000000000000
blocksnature::<player>::spruce_leaves, long, 0000000000000000
blocksnature::<player>::spruce_sapling, long, 0000000000000000
blocksnature::<player>::sugar_cane, long, 0000000000000000
blocksnature::<player>::sunflower, long, 0000000000000000
blocksnature::<player>::torch, long, 0000000000000000
blocksnature::<player>::tuff, long, 0000000000000000
blocksnature::<player>::verdant_froglight, long, 0000000000000000
blocksnature::<player>::warped_nylium, long, 0000000000000000
blocksnature::<player>::warped_wart_block, long, 0000000000000000
blocksnature::<player>::wheat_seeds, long, 0000000000000000
blocksnature::<player>::white_tulip, long, 0000000000000000
blocksnature::<player>::wither_rose, long, 0000000000000000
blocksredstone::<player>, long, 0000000000000000
blocksredstone::<player>::broke, long, 0000000000000000
blocksredstone::<player>::comparator, long, 0000000000000000
blocksredstone::<player>::dispenser, long, 0000000000000000
blocksredstone::<player>::dropper, long, 0000000000000000
blocksredstone::<player>::hopper, long, 0000000000000000
blocksredstone::<player>::pickup, long, 0000000000000000
blocksredstone::<player>::piston, long, 0000000000000000
blocksredstone::<player>::placed, long, 0000000000000000
blocksredstone::<player>::redstone, long, 0000000000000000
blocksredstone::<player>::redstone_block, long, 0000000000000000
blocksredstone::<player>::redstone_torch, long, 0000000000000000
blocksredstone::<player>::repeater, long, 0000000000000000
blocksredstone::<player>::slime_block, long, 0000000000000000
blocksredstone::<player>::sticky_piston, long, 0000000000000000
chat::<player>::afk, boolean, 00
chat::<player>::animalist, boolean, 00
chat::<player>::anime, boolean, 00
chat::<player>::asmr, boolean, 00
chat::<player>::blasphemy, boolean, 00
chat::<player>::caotic, boolean, 00
chat::<player>::car, boolean, 00
chat::<player>::catholic, boolean, 00
chat::<player>::city, boolean, 00
chat::<player>::creeper, boolean, 00
chat::<player>::curse, boolean, 00
chat::<player>::disney, boolean, 00
chat::<player>::dragon, boolean, 00
chat::<player>::drinks, boolean, 00
chat::<player>::enderman, boolean, 00
chat::<player>::environmentalist, boolean, 00
chat::<player>::family, boolean, 00
chat::<player>::fire, boolean, 00
chat::<player>::food, boolean, 00
chat::<player>::fortnite, boolean, 00
chat::<player>::friendship, boolean, 00
chat::<player>::funny, boolean, 00
chat::<player>::gamer, boolean, 00
chat::<player>::glider, boolean, 00
chat::<player>::gta, boolean, 00
chat::<player>::horror, boolean, 00
chat::<player>::hp, boolean, 00
chat::<player>::kids, boolean, 00
